Rank,Domain,Banning Authority,Locale,Type of site,Subcategory,Date blocked
-1,duhngx220s1le.cloudfront.net,Office of the Prosecutor General,United States,News,Mirror (RL),3/22/22
-1,dv0f3ltbfabn6.cloudfront.net,Office of the Prosecutor General,United States,News,Mirror (RL),4/18/22
-1,dvje8y93kzci0.cloudfront.net,Office of the Prosecutor General,United States,News,Mirror (RL),4/22/22
-1,dw0f4giknln4a.cloudfront.net,Office of the Prosecutor General,United States,News,Mirror (RL),4/25/22
-1,dw8fy4xw25wqg.cloudfront.net,Office of the Prosecutor General,United States,News,Mirror (RL),5/5/22
-1,dwb6ksn1db36f.cloudfront.net,Office of the Prosecutor General,United States,News,Mirror (RL),3/20/22
-1,dwyu480w4f8f.cloudfront.net,Office of the Prosecutor General,United States,News,Mirror (RL),4/25/22
-1,dxet8fkg9nf8l.cloudfront.net,Office of the Prosecutor General,United States,News,Mirror (RL),4/19/22
-1,dxklid4ki635o.cloudfront.net,Office of the Prosecutor General,United States,News,Mirror (RL),4/29/22
-1,dxy92vmtet6ey.cloudfront.net,Office of the Prosecutor General,United States,News,Mirror (RL),2/4/22
-1,dxzxywzzuxidx.cloudfront.net,Office of the Prosecutor General,United States,News,Mirror (RL),3/17/22
-1,dy10nebxja1k9.cloudfront.net,Office of the Prosecutor General,United States,News,Mirror (RL),3/13/22
-1,dy4it3bbioxm9.cloudfront.net,Office of the Prosecutor General,United States,News,Mirror (RL),3/17/22
-1,dylb0nzih8o1f.cloudfront.net,Office of the Prosecutor General,United States,News,Mirror (RL),3/30/22
-1,dz8p79c71f2xn.cloudfront.net,Office of the Prosecutor General,United States,News,Mirror (RL),3/22/22
-1,ekhokfggixqmpibqoi.azureedge.net,Office of the Prosecutor General,United States,News,Mirror (RL),2/5/22
-1,ekhoklncgyfpqbpnu.azureedge.net,Office of the Prosecutor General,United States,News,Mirror (RL),5/10/22
-1,factoheqkmjenoyjdmq.azureedge.net,Office of the Prosecutor General,United States,News,Mirror (RL),4/30/22
-1,factoipcwixjrzblx.azureedge.net,Office of the Prosecutor General,United States,News,Mirror (RL),5/11/22
-1,golossmjlwbvbyfcy.azureedge.net,Office of the Prosecutor General,United States,News,Mirror (RL),5/10/22
-1,golostjpklwlilo.azureedge.net,Office of the Prosecutor General,United States,News,Mirror (RL),4/30/22
-1,idelreal.azureedge.net,Office of the Prosecutor General,United States,News,Mirror (RL),3/13/22
-1,idelrsysngprzhdpz.azureedge.net,Office of the Prosecutor General,United States,News,Mirror (RL),5/10/22
-1,idelrvdgyuqekaiw.azureedge.net,Office of the Prosecutor General,United States,News,Mirror (RL),4/30/22
-1,kavkaamhljmvsxfmk.azureedge.net,Office of the Prosecutor General,United States,News,Mirror (RL),5/10/22
-1,kavkahjngepfuath.azureedge.net,Office of the Prosecutor General,United States,News,Mirror (RL),4/30/22
-1,kavkazr.azureedge.net,Office of the Prosecutor General,United States,News,Mirror (RL),3/13/22
-1,krymrkarrfjmauewu.azureedge.net,Office of the Prosecutor General,United States,News,Mirror (RL),5/10/22
-1,krymrnzoldlmjkg.azureedge.net,Office of the Prosecutor General,United States,News,Mirror (RL),4/30/22
-1,radiomarsho.azureedge.net,Office of the Prosecutor General,United States,News,Mirror (RL),3/13/22
-1,radiooacummiawxvbsfj.azureedge.net,Office of the Prosecutor General,United States,News,Mirror (RL),4/30/22
-1,radiovghaqggjcvcq.azureedge.net,Office of the Prosecutor General,United States,News,Mirror (RL),5/10/22
-1,rukrymr.azureedge.net,Office of the Prosecutor General,United States,News,Mirror (RL),3/12/22
-1,severylevflsvur.azureedge.net,Office of the Prosecutor General,United States,News,Mirror (RL),4/30/22
-1,severyymizmbfqmjq.azureedge.net,Office of the Prosecutor General,United States,News,Mirror (RL),5/10/22
-1,sibreal.azureedge.net,Office of the Prosecutor General,United States,News,Mirror (RL),3/12/22
-1,sibreasprfqnaexjz.azureedge.net,Office of the Prosecutor General,United States,News,Mirror (RL),5/10/22
-1,sibrepdrzlwtqqnxobdv.azureedge.net,Office of the Prosecutor General,United States,News,Mirror (RL),4/30/22
-1,svobobirxhkhqff.azureedge.net,Office of the Prosecutor General,United States,News,Mirror (RL),4/29/22
-1,svoboda.azureedge.net,Office of the Prosecutor General,United States,News,Mirror (RL),3/13/22
-1,svobooctpoztliaaq.azureedge.net,Office of the Prosecutor General,United States,News,Mirror (RL),5/10/22
-1,freemedia.zerkalo.uk,Office of the Prosecutor General,Russia,News,Independent News,5/6/22
-1,holod.click,Office of the Prosecutor General,Russia,News,Mirror (Holod),4/19/22
-1,holod.global.ssl.fastly.net,Office of the Prosecutor General,Russia,News,Mirror (Holod),5/6/22
-1,ru.espreso.tv,Office of the Prosecutor General,Ukraine,News,TV Channel,3/5/22
-1,salehard.jjew.ru,Office of the Prosecutor General,Russia,News,News Aggregator,1/5/22
-1,steam-habitat-347616.appspot.com,Office of the Prosecutor General,Russia,News,Mirror (Mediazona),5/10/22
-1,vol.smipoziciya.info,Office of the Prosecutor General,Russia,News,Blog,3/16/22
-1,zvzda.substack.com,Office of the Prosecutor General,Russia,News,Local News,3/12/22
-1,greenky-man.itch.io,Office of the Prosecutor General,Unknown,Digital Resistance,Critical content,3/27/22
-1,partisan.super.site,Office of the Prosecutor General,Russia,Digital Resistance,Activism,4/27/22
-1,20220412073119.d41d8c.site,Office of the Prosecutor General,Ukraine,Digital Resistance,Counter-propaganda,4/17/22
-1,20220412132208.d41d8c.site,Office of the Prosecutor General,Ukraine,Digital Resistance,Counter-propaganda,4/17/22
-1,artcoffeeuu.ru,Office of the Prosecutor General,Russia,Digital Resistance,Site Hijack,3/27/22
-1,cssam.ru,Office of the Prosecutor General,Ukraine,Digital Resistance,Site Hijack,2/4/22
-1,drou.org,Office of the Prosecutor General,Russia,Digital Resistance,Counter-propaganda,3/8/22
-1,nowar1.org,Office of the Prosecutor General,Russia,Digital Resistance,Counter-propaganda,7/4/22
-1,nowar2.org,Office of the Prosecutor General,Russia,Digital Resistance,Counter-propaganda,3/31/22
-1,nurnberg2022.org,Office of the Prosecutor General,Ukraine,Digital Resistance,Counter-propaganda,3/2/22
-1,powukraine.org,Office of the Prosecutor General,Ukraine,Digital Resistance,Counter-propaganda,3/3/22
-1,russia-attacked-ukraine.hostiq.ua,Office of the Prosecutor General,Ukraine,Digital Resistance,Counter-propaganda,3/10/22
-1,russians.gruz200.hospital,Office of the Prosecutor General,Russia,Digital Resistance,Counter-propaganda,4/27/22
-1,russkiyship.info,Office of the Prosecutor General,Ukraine,Digital Resistance,Counter-propaganda,3/10/22
-1,wakeuprussia.onrender.com,Office of the Prosecutor General,Russia,Digital Resistance,Counter-propaganda,3/27/22
-1,gofundme.com/f/navalny-team,Office of the Prosecutor General,United States,Digital Resistance,Fundraising,4/29/22
-1,ukrarmy.org,Office of the Prosecutor General,Ukraine,Digital Resistance,Fundraising,3/21/22
-1,saverussia.org,Office of the Prosecutor General,Russia,Digital Resistance,Russian Dissidents,3/2/22
-1,vinovaty.org,Office of the Prosecutor General,Unknown,Digital Resistance,Russian Dissidents,3/10/22
-1,autodaily.com.ua,Office of the Prosecutor General,Ukraine,Digital Resistance,Site Hijack,4/19/22
-1,cafe.join-tech.ru,Office of the Prosecutor General,Russia,Digital Resistance,Site Hijack,2/4/22
-1,fedorovskoesp.ru,Office of the Prosecutor General,Russia,Digital Resistance,Site Hijack,4/19/22
-1,gentooblog.pp.ua,Office of the Prosecutor General,Ukraine,Digital Resistance,Site Hijack,4/20/22
-1,geo.ocvita.com.ua,Office of the Prosecutor General,Ukraine,Digital Resistance,Site Hijack,4/20/22
-1,happywalkshoes.com.ua,Office of the Prosecutor General,Ukraine,Digital Resistance,Site Hijack,4/19/22
-1,icon.pp.ua,Office of the Prosecutor General,Ukraine,Digital Resistance,Site Hijack,4/20/22
-1,innachemk.com.ua,Office of the Prosecutor General,Ukraine,Digital Resistance,Site Hijack,4/20/22
-1,ivankiv.com.ua,Office of the Prosecutor General,Ukraine,Digital Resistance,Site Hijack,4/20/22
-1,klasik.com.ua,Office of the Prosecutor General,Ukraine,Digital Resistance,Site Hijack,4/20/22
-1,lampa.pp.ua,Office of the Prosecutor General,Ukraine,Digital Resistance,Site Hijack,4/20/22
-1,laymonbur.ru,Office of the Prosecutor General,Russia,Digital Resistance,Site Hijack,3/27/22
-1,leverup.com.ua,Office of the Prosecutor General,Ukraine,Digital Resistance,Site Hijack,4/19/22
-1,linuxmoto.ru,Office of the Prosecutor General,Russia,Digital Resistance,Site Hijack,4/20/22
-1,mifion.pp.ua,Office of the Prosecutor General,Ukraine,Digital Resistance,Site Hijack,4/20/22
-1,misterblister.kiev.ua,Office of the Prosecutor General,Ukraine,Digital Resistance,Site Hijack,4/20/22
-1,oldtanks-source.pp.ua,Office of the Prosecutor General,Ukraine,Digital Resistance,Site Hijack,4/20/22
-1,ovpoetov.ru,Office of the Prosecutor General,Russia,Digital Resistance,Site Hijack,3/27/22
-1,polombardam.com.ua,Office of the Prosecutor General,Ukraine,Digital Resistance,Site Hijack,4/19/22
-1,poltavaopt.in.ua,Office of the Prosecutor General,Ukraine,Digital Resistance,Site Hijack,4/19/22
-1,pomnim.com.ua,Office of the Prosecutor General,Ukraine,Digital Resistance,Site Hijack,4/19/22
-1,processing.pp.ua,Office of the Prosecutor General,Ukraine,Digital Resistance,Site Hijack,4/19/22
-1,tkbutovo.ru,Office of the Prosecutor General,Russia,Digital Resistance,Site Hijack,3/27/22
-1,tomsha.pp.ua,Office of the Prosecutor General,Ukraine,Digital Resistance,Site Hijack,4/20/22
-1,torumural.ru,Office of the Prosecutor General,Russia,Digital Resistance,Site Hijack,3/27/22
-1,vinogradovfest.ru,Office of the Prosecutor General,Russia,Digital Resistance,Site Hijack,4/20/22
-1,vis-snab.ru,Office of the Prosecutor General,Russia,Digital Resistance,Site Hijack,3/27/22
-1,support-ukraine-now.webflow.io,Office of the Prosecutor General,Ukraine,Digital Resistance,Ukraine Support Content,4/4/22
-1,censodxzjsensqdyo.azureedge.net,Office of the Prosecutor General,United States,News,Mirror (RL),5/13/22
-1,censoiqenvfkylzvy.azureedge.net,Office of the Prosecutor General,United States,News,Mirror (RL),5/17/22
-1,censovbqjcihdouox.azureedge.net,Office of the Prosecutor General,United States,News,Mirror (RL),5/13/22
-1,censozfallpsijfno.azureedge.net,Office of the Prosecutor General,United States,News,Mirror (RL),5/13/22
-1,currebmjjpdhjwvbl.azureedge.net,Office of the Prosecutor General,United States,News,Mirror (RL),12/5/22
-1,curregvstsiwfestn.azureedge.net,Office of the Prosecutor General,United States,News,Mirror (RL),5/13/22
-1,d1dp2vkjjrkej9.cloudfront.net,Office of the Prosecutor General,United States,News,Mirror (RL),5/13/22
-1,d1h9icmndyzfau.cloudfront.net,Office of the Prosecutor General,United States,News,Mirror (RL),5/13/22
-1,d1pibnnd9glojr.cloudfront.net,Office of the Prosecutor General,United States,News,Mirror (RL),5/17/22
-1,d1rp82rvmxibs5.cloudfront.net,Office of the Prosecutor General,United States,News,Mirror (RL),5/15/22
-1,d20fhx2sv4d97t.cloudfront.net,Office of the Prosecutor General,United States,News,Mirror (RL),5/17/22
-1,d23d6bvfd2dlkw.cloudfront.net,Office of the Prosecutor General,United States,News,Mirror (RL),5/17/22
-1,d2my0p9cs6lkew.cloudfront.net,Office of the Prosecutor General,United States,News,Mirror (RL),5/15/22
-1,d2o9jj56os4pxg.cloudfront.net,Office of the Prosecutor General,United States,News,Mirror (RL),5/16/22
-1,d2sl9ccrjil31c.cloudfront.net,Office of the Prosecutor General,United States,News,Mirror (RL),5/17/22
-1,d2sousewfy4k41.cloudfront.net,Office of the Prosecutor General,United States,News,Mirror (RL),5/13/22
-1,d2ytk91hcgbijz.cloudfront.net,Office of the Prosecutor General,United States,News,Mirror (RL),5/17/22
-1,d304ab7g4152sf.cloudfront.net,Office of the Prosecutor General,United States,News,Mirror (RL),5/16/22
-1,d36qrzpc9fmirm.cloudfront.net,Office of the Prosecutor General,United States,News,Mirror (RL),5/16/22
-1,d3hp2qvln4gush.cloudfront.net,Office of the Prosecutor General,United States,News,Mirror (RL),5/13/22
-1,d3k54npofkh5vk.cloudfront.net,Office of the Prosecutor General,United States,News,Mirror (RL),5/17/22
-1,d3nl7swg02ca3v.cloudfront.net,Office of the Prosecutor General,United States,News,Mirror (RL),5/17/22
-1,d3rgdspgsqk9w4.cloudfront.net,Office of the Prosecutor General,United States,News,Mirror (RL),5/15/22
-1,d8nnqle2tk7a8.cloudfront.net,Office of the Prosecutor General,United States,News,Mirror (RL),5/13/22
-1,dpr4y0tyj843q.cloudfront.net,Office of the Prosecutor General,United States,News,Mirror (RL),5/13/22
-1,drojlf2wmleaa.cloudfront.net,Office of the Prosecutor General,United States,News,Mirror (RL),5/15/22
-1,drylbellxgw3z.cloudfront.net,Office of the Prosecutor General,United States,News,Mirror (RL),5/16/22
-1,dww9mfgqodc04.cloudfront.net,Office of the Prosecutor General,United States,News,Mirror (RL),5/15/22
-1,azatlwtngyvgnmmpz.azureedge.net,Office of the Prosecutor General,United States,News,Mirror (RL),5/13/22
-1,bbciprscphqlgpc.azureedge.net,Office of the Prosecutor General,United States,News,Mirror (RL),5/13/22
-1,ekhokjazlhtwczbyk.azureedge.net,Office of the Prosecutor General,United States,News,Mirror (RL),5/13/22
-1,golosgzjloqewpsmq.azureedge.net,Office of the Prosecutor General,United States,News,Mirror (RL),5/13/22
-1,golosqabhqqvuejba.azureedge.net,Office of the Prosecutor General,United States,News,Mirror (RL),5/17/22
-1,idelrjsudxkjkiknp.azureedge.net,Office of the Prosecutor General,United States,News,Mirror (RL),5/13/22
-1,idelryohfpqwvdxfp.azureedge.net,Office of the Prosecutor General,United States,News,Mirror (RL),12/5/22
-1,kavkaaefuchxmtlyp.azureedge.net,Office of the Prosecutor General,United States,News,Mirror (RL),5/13/22
-1,krymrbcwgzlasuqqh.azureedge.net,Office of the Prosecutor General,United States,News,Mirror (RL),5/13/22
-1,radioglazmgsfdwur.azureedge.net,Office of the Prosecutor General,United States,News,Mirror (RL),5/13/22
-1,severcnrxlxodcngp.azureedge.net,Office of the Prosecutor General,United States,News,Mirror (RL),5/13/22
-1,sibrekpcvtpecligx.azureedge.net,Office of the Prosecutor General,United States,News,Mirror (RL),5/13/22
-1,sibrezqipkzngtwzt.azureedge.net,Office of the Prosecutor General,United States,News,Mirror (RL),12/5/22
-1,svoboqedkefydfujy.azureedge.net,Office of the Prosecutor General,United States,News,Mirror (RL),12/5/22
-1,svobothbvwfibqzhk.azureedge.net,Office of the Prosecutor General,United States,News,Mirror (RL),5/13/22
-1,boxwood-valve-349913.appspot.com,Office of the Prosecutor General,Russia,News,Mirror (Mediazona),5/17/22
-1,chronicle.org.ru,Office of the Prosecutor General,Russia,News,Independent News,5/14/22
-1,azatlaexvivrkfknl.azureedge.net,Office of the Prosecutor General,United States,News,Mirror (RL),5/22/22
-1,azatlholssabwduzy.azureedge.net,Office of the Prosecutor General,United States,News,Mirror (RL),5/21/22
-1,bbcjwhfyhkcuwtk.azureedge.net,Office of the Prosecutor General,United States,News,Mirror (RL),5/21/22
-1,censofnqkmshxfctr.azureedge.net,Office of the Prosecutor General,United States,News,Mirror (RL),5/21/22
-1,censorgpczslfhqbp.azureedge.net,Office of the Prosecutor General,United States,News,Mirror (RL),5/21/22
-1,censovbgvrdjnvrqk.azureedge.net,Office of the Prosecutor General,United States,News,Mirror (RL),5/20/22
-1,currecgaxqboqkbhh.azureedge.net,Office of the Prosecutor General,United States,News,Mirror (RL),5/22/22
-1,currefcfvoxzkxlns.azureedge.net,Office of the Prosecutor General,United States,News,Mirror (RL),5/21/22
-1,ekhokkfowlksbdphd.azureedge.net,Office of the Prosecutor General,United States,News,Mirror (RL),5/21/22
-1,factoceupmewubuyo.azureedge.net,Office of the Prosecutor General,United States,News,Mirror (RL),5/21/22
-1,golosflgbumywhhyh.azureedge.net,Office of the Prosecutor General,United States,News,Mirror (VOA),5/20/22
-1,golosgnjgtznxcvkp.azureedge.net,Office of the Prosecutor General,United States,News,Mirror (VOA),5/22/22
-1,idelrpwjujjwugaaa.azureedge.net,Office of the Prosecutor General,United States,News,Mirror (RL),5/22/22
-1,idelrvyzlusdwlrkg.azureedge.net,Office of the Prosecutor General,United States,News,Mirror (RL),5/21/22
-1,kavkakftjdenisddc.azureedge.net,Office of the Prosecutor General,United States,News,Mirror (RL),5/22/22
-1,kavkalrftonqleaaa.azureedge.net,Office of the Prosecutor General,United States,News,Mirror (RL),5/21/22
-1,krymrgoncflxmssla.azureedge.net,Office of the Prosecutor General,United States,News,Mirror (RL),5/21/22
-1,krymrywxialxfowoj.azureedge.net,Office of the Prosecutor General,United States,News,Mirror (RL),5/22/22
-1,radiovijjfmrmulrj.azureedge.net,Office of the Prosecutor General,United States,News,Mirror (RL),5/21/22
-1,radiozuzljfautqyl.azureedge.net,Office of the Prosecutor General,United States,News,Mirror (RL),5/22/22
-1,severjoucnpvecloi.azureedge.net,Office of the Prosecutor General,United States,News,Mirror (RL),5/21/22
-1,severqcftjelsvbtj.azureedge.net,Office of the Prosecutor General,United States,News,Mirror (RL),5/22/22
-1,sibreirjnjmliosxe.azureedge.net,Office of the Prosecutor General,United States,News,Mirror (RL),5/21/22
-1,sibresjxzrfbwmgfr.azureedge.net,Office of the Prosecutor General,United States,News,Mirror (RL),5/22/22
-1,svobobzlebokntcgs.azureedge.net,Office of the Prosecutor General,United States,News,Mirror (RL),5/21/22
-1,svobovgsedfzkrsgq.azureedge.net,Office of the Prosecutor General,United States,News,Mirror (RL),5/22/22
-1,d10inhwggc5bsl.cloudfront.net,Office of the Prosecutor General,United States,News,Mirror (RL),5/21/22
-1,d1ng9sf2pf8c4d.cloudfront.net,Office of the Prosecutor General,United States,News,Mirror (RL),5/21/22
-1,d1q41g9t686yni.cloudfront.net,Office of the Prosecutor General,United States,News,Mirror (RL),5/21/22
-1,d29p7669maro7a.cloudfront.net,Office of the Prosecutor General,United States,News,Mirror (RL),5/21/22
-1,d2qvqkpgjz7107.cloudfront.net,Office of the Prosecutor General,United States,News,Mirror (RL),5/21/22
